"ID","Ref No","Methods","Scale","Crop","Country","Site(location)","Region","latitude","longitude","Current Average Temperature (dC)_area_weighted","Current Average Temperature_point_coordinate (dC)","Current Annual Precipitation (mm) _area_weighted","Current Annual Precipitation  (mm) _point_coordinate","Future_Mid-point","Baseline_Mid-point","Time slice","Climate scenario","Scenario source","Local delta T","Local delta T from 2005","Annual Precipitation change each study  (mm)","Annual Precipitation change  from 2005 (mm)","Global delta T from pre-industrial period","Global delta T from 2005","Projected yield (t/ha)","Climate impacts (%)","Climate impacts relative to 2005","Climate impacts per dC (%)","Climate impacts per decade (%)","CO2","CO2 ppm","Fertiliser","Irrigation","Cultivar","Soil organic matter management","Planting time","Tillage","Others","Adaptation","Adaptation type","Reference","doi","Publication year","Note1 
(* = corrected by HW)","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )","Seasonal Precipitation change (mm) each study (local baseperiod)","Base precipitation (annual) (mm) (local base period)","Annual Preciptation change (%) (relative to local base)","Base precipitation (seasonal) (mm) (local base period)"
834,34,"SCOPUS-NewSearch","Global","Maize","Ethiopia","NA","Africa",9.145,40.4897,20.9832999067303,27.73085022,1028.41723358247,643.6203186,2080,2005,"EC","RCP8.5","CMIP5",3.657,3.657,134.0284,134.0284,4.118,3.328,3.8107,-41.0845,-41.0845,-11.2344818156959,-5.47793333333333,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
835,34,"SCOPUS-NewSearch","Global","Maize","France","NA","Europe",46.2276,2.21375,12.3066652643324,11.12129402,891.49355837342,986.1016036,2080,2005,"EC","RCP2.6","CMIP5",1.056,1.056,28.4856,28.4856,1.833,1.043,9.8757,-6.11804,-6.11804,-5.79359848484848,-0.815738666666667,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
836,34,"SCOPUS-NewSearch","Global","Maize","France","NA","Europe",46.2276,2.21375,12.3066652643324,11.12129402,891.49355837342,986.1016036,2080,2005,"EC","RCP4.5","CMIP5",1.902,1.902,-36.1548,-36.1548,2.607,1.817,8.8301,-14.6548,-14.6548,-7.7049421661409,-1.95397333333333,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
837,34,"SCOPUS-NewSearch","Global","Maize","France","NA","Europe",46.2276,2.21375,12.3066652643324,11.12129402,891.49355837342,986.1016036,2080,2005,"EC","RCP8.5","CMIP5",3.545,3.545,-59.1624,-59.1624,4.118,3.328,5.3144,-44.0075,-44.0075,-12.4139633286319,-5.86766666666667,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
838,34,"SCOPUS-NewSearch","Global","Maize","Germany","NA","Europe",51.1657,10.4515,9.63188153251982,8.6547575,847.152039137331,839.1578411,2080,2005,"EC","RCP2.6","CMIP5",1.118,1.118,40.1719999999999,40.1719999999999,1.833,1.043,7.3966,25.7723,25.7723,23.0521466905188,3.43630666666667,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
839,34,"SCOPUS-NewSearch","Global","Maize","Germany","NA","Europe",51.1657,10.4515,9.63188153251982,8.6547575,847.152039137331,839.1578411,2080,2005,"EC","RCP4.5","CMIP5",1.895,1.895,19.3556,19.3556000000001,2.607,1.817,7.2837,27.2938,27.2938,14.4030606860158,3.63917333333333,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
840,34,"SCOPUS-NewSearch","Global","Maize","Germany","NA","Europe",51.1657,10.4515,9.63188153251982,8.6547575,847.152039137331,839.1578411,2080,2005,"EC","RCP8.5","CMIP5",3.609,3.609,44.9196,44.9196,4.118,3.328,5.8914,10.8213,10.8213,2.99842061512885,1.44284,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
841,34,"SCOPUS-NewSearch","Global","Maize","Greece","NA","Europe",39.0742,21.8243,14.2796838747172,13.58602428,725.956442165908,736.062012,2080,2005,"EC","RCP2.6","CMIP5",1.265,1.265,-35.7896,-35.7896,1.833,1.043,7.3542,-38.4492,-38.4492,-30.3946245059289,-5.12656,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
842,34,"SCOPUS-NewSearch","Global","Maize","Greece","NA","Europe",39.0742,21.8243,14.2796838747172,13.58602428,725.956442165908,736.062012,2080,2005,"EC","RCP4.5","CMIP5",1.999,1.999,-75.2312,-75.2312,2.607,1.817,4.658,-62.1729,-62.1729,-31.1020010005002,-8.28972,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
843,34,"SCOPUS-NewSearch","Global","Maize","Greece","NA","Europe",39.0742,21.8243,14.2796838747172,13.58602428,725.956442165908,736.062012,2080,2005,"EC","RCP8.5","CMIP5",4.066,4.066,-94.952,-94.952,4.118,3.328,1.5524,-87.3989,-87.3989,-21.4950565666503,-11.6531866666667,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
844,34,"SCOPUS-NewSearch","Global","Maize","Hungary","NA","Europe",47.1625,19.5033,11.2596212368314,11.12865162,663.351121923818,611.2794847,2080,2005,"EC","RCP2.6","CMIP5",1.487,1.487,-10.5908,-10.5908,1.833,1.043,7.0638,0.88469,0.88469,0.594949562878278,0.117958666666667,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
845,34,"SCOPUS-NewSearch","Global","Maize","Hungary","NA","Europe",47.1625,19.5033,11.2596212368314,11.12865162,663.351121923818,611.2794847,2080,2005,"EC","RCP4.5","CMIP5",2.182,2.182,-13.8776,-13.8776,2.607,1.817,6.3957,-6.44592,-6.44592,-2.95413382218148,-0.859456,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
846,34,"SCOPUS-NewSearch","Global","Maize","Hungary","NA","Europe",47.1625,19.5033,11.2596212368314,11.12865162,663.351121923818,611.2794847,2080,2005,"EC","RCP8.5","CMIP5",4.324,4.324,-63.1796,-63.1796,4.118,3.328,3.7182,-41.2372,-41.2372,-9.5368177613321,-5.49829333333333,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
847,34,"SCOPUS-NewSearch","Global","Maize","India","NA","Asia",20.5937,78.9629,25.477131471277,28.37262726,1045.32856209171,1096.823568,2080,2005,"EC","RCP2.6","CMIP5",0.948,0.948,79.6135999999999,79.6135999999999,1.833,1.043,1.47,-55.7275,-55.7275,-58.7842827004219,-7.43033333333333,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
848,34,"SCOPUS-NewSearch","Global","Maize","India","NA","Asia",20.5937,78.9629,25.477131471277,28.37262726,1045.32856209171,1096.823568,2080,2005,"EC","RCP4.5","CMIP5",2.009,2.009,94.9520000000001,94.9520000000001,2.607,1.817,1.1511,-66.1326,-66.1326,-32.9181682429069,-8.81768,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
849,34,"SCOPUS-NewSearch","Global","Maize","India","NA","Asia",20.5937,78.9629,25.477131471277,28.37262726,1045.32856209171,1096.823568,2080,2005,"EC","RCP8.5","CMIP5",3.87,3.87,138.776,138.776,4.118,3.328,0.5713,-84.4078,-84.4078,-21.8108010335917,-11.2543733333333,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
850,34,"SCOPUS-NewSearch","Global","Maize","Indonesia","NA","Asia",-0.78928,113.921,27.1048687033846,26.23529816,2475.22508425056,3891.50319,2080,2005,"EC","RCP2.6","CMIP5",0.68,0.68,38.346,38.346,1.833,1.043,2.8528,-67.4269,-67.4269,-99.1572058823529,-8.99025333333333,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
851,34,"SCOPUS-NewSearch","Global","Maize","Indonesia","NA","Asia",-0.78928,113.921,27.1048687033846,26.23529816,2475.22508425056,3891.50319,2080,2005,"EC","RCP4.5","CMIP5",1.451,1.451,92.0304000000001,92.0304000000001,2.607,1.817,1.6157,-83.0785,-83.0785,-57.2560303239145,-11.0771333333333,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
852,34,"SCOPUS-NewSearch","Global","Maize","Indonesia","NA","Asia",-0.78928,113.921,27.1048687033846,26.23529816,2475.22508425056,3891.50319,2080,2005,"EC","RCP8.5","CMIP5",2.884,2.884,128.5504,128.5504,4.118,3.328,0.4885,-94.2871,-94.2871,-32.6931692094313,-12.5716133333333,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
853,34,"SCOPUS-NewSearch","Global","Maize","Iran","NA","Asia",32.4279,53.688,15.8563623829465,17.17997932,311.940515223792,87.95369329,2080,2005,"EC","RCP2.6","CMIP5",1.237,1.237,-4.7476,-4.7476,1.833,1.043,1.5217,-31.9153,-31.9153,-25.8005658852061,-4.25537333333333,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
854,34,"SCOPUS-NewSearch","Global","Maize","Iran","NA","Asia",32.4279,53.688,15.8563623829465,17.17997932,311.940515223792,87.95369329,2080,2005,"EC","RCP4.5","CMIP5",2.343,2.343,-9.49520000000001,-9.49520000000001,2.607,1.817,0.9102,-55.6176,-55.6176,-23.7377720870679,-7.41568,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
855,34,"SCOPUS-NewSearch","Global","Maize","Iran","NA","Asia",32.4279,53.688,15.8563623829465,17.17997932,311.940515223792,87.95369329,2080,2005,"EC","RCP8.5","CMIP5",4.54,4.54,-2.19120000000003,-2.19120000000003,4.118,3.328,0.2353,-81.5925,-81.5925,-17.9719162995595,-10.879,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
856,34,"SCOPUS-NewSearch","Global","Maize","Italy","NA","Europe",41.8719,12.5674,12.649610581123,16.02638054,936.460695371627,981.7130093,2080,2005,"EC","RCP2.6","CMIP5",1.174,1.174,-37.9808,-37.9808,1.833,1.043,10.5945,-4.46128,-4.46128,-3.80006814310051,-0.594837333333333,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
857,34,"SCOPUS-NewSearch","Global","Maize","Italy","NA","Europe",41.8719,12.5674,12.649610581123,16.02638054,936.460695371627,981.7130093,2080,2005,"EC","RCP4.5","CMIP5",2.092,2.092,-69.0228,-69.0228,2.607,1.817,9.2739,-16.4523,-16.4523,-7.86438814531549,-2.19364,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
858,34,"SCOPUS-NewSearch","Global","Maize","Italy","NA","Europe",41.8719,12.5674,12.649610581123,16.02638054,936.460695371627,981.7130093,2080,2005,"EC","RCP8.5","CMIP5",4.002,4.002,-99.6996,-99.6996,4.118,3.328,4.5317,-54.7684,-54.7684,-13.6852573713143,-7.30245333333333,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
859,34,"SCOPUS-NewSearch","Global","Maize","Kenya","NA","Africa",-0.02356,37.9062,24.8545898040044,22.31237984,766.768713428083,1298.856696,2080,2005,"EC","RCP2.6","CMIP5",0.761,0.761,48.9368,48.9368,1.833,1.043,5.1981,-41.2546,-41.2546,-54.211038107753,-5.50061333333333,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
860,34,"SCOPUS-NewSearch","Global","Maize","Kenya","NA","Africa",-0.02356,37.9062,24.8545898040044,22.31237984,766.768713428083,1298.856696,2080,2005,"EC","RCP4.5","CMIP5",1.624,1.624,93.4912,93.4912,2.607,1.817,4.6568,-46.8913,-46.8913,-28.8739532019704,-6.25217333333333,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
861,34,"SCOPUS-NewSearch","Global","Maize","Kenya","NA","Africa",-0.02356,37.9062,24.8545898040044,22.31237984,766.768713428083,1298.856696,2080,2005,"EC","RCP8.5","CMIP5",3.272,3.272,128.5504,128.5504,4.118,3.328,3.5125,-58.742,-58.742,-17.9529339853301,-7.83226666666667,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
862,34,"SCOPUS-NewSearch","Global","Maize","Korea_Dem_People's_Rep","NA","Asia",40.3399,127.51,8.07307513026467,4.463007927,1065.41191536213,818.8443856,2080,2005,"EC","RCP2.6","CMIP5",1.478,1.478,106.6384,106.6384,1.833,1.043,5.7943,1.86315,1.86315,1.26058863328823,0.24842,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
863,34,"SCOPUS-NewSearch","Global","Maize","Korea_Dem_People's_Rep","NA","Asia",40.3399,127.51,8.07307513026467,4.463007927,1065.41191536213,818.8443856,2080,2005,"EC","RCP4.5","CMIP5",2.565,2.565,93.4912,93.4912,2.607,1.817,5.5479,-1.97847,-1.97847,-0.771333333333333,-0.263796,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
864,34,"SCOPUS-NewSearch","Global","Maize","Korea_Dem_People's_Rep","NA","Asia",40.3399,127.51,8.07307513026467,4.463007927,1065.41191536213,818.8443856,2080,2005,"EC","RCP8.5","CMIP5",4.629,4.629,142.7932,142.7932,4.118,3.328,4.0114,-25.6345,-25.6345,-5.53780514149924,-3.41793333333333,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
865,34,"SCOPUS-NewSearch","Global","Maize","Malawi","NA","Africa",-13.2543,34.3015,22.830384808481,24.77813721,1061.11601753772,1081.534162,2080,2005,"EC","RCP2.6","CMIP5",0.562,0.562,-40.9023999999999,-40.9023999999999,1.833,1.043,6.3703,-27.1725,-27.1725,-48.3496441281139,-3.623,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
866,34,"SCOPUS-NewSearch","Global","Maize","Malawi","NA","Africa",-13.2543,34.3015,22.830384808481,24.77813721,1061.11601753772,1081.534162,2080,2005,"EC","RCP4.5","CMIP5",1.995,1.995,-56.9712,-56.9712,2.607,1.817,4.7503,-39.5807,-39.5807,-19.8399498746867,-5.27742666666667,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
867,34,"SCOPUS-NewSearch","Global","Maize","Malawi","NA","Africa",-13.2543,34.3015,22.830384808481,24.77813721,1061.11601753772,1081.534162,2080,2005,"EC","RCP8.5","CMIP5",3.651,3.651,4.54747350886464e-14,4.54747350886464e-14,4.118,3.328,1.8689,-69.8471,-69.8471,-19.1309504245412,-9.31294666666667,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
868,34,"SCOPUS-NewSearch","Global","Maize","Mexico","NA","Central and South America",23.6345,-102.553,21.6831864366244,17.80414963,1138.73837700451,397.6746156,2080,2005,"EC","RCP2.6","CMIP5",0.873,0.873,9.12999999999997,9.12999999999997,1.833,1.043,7.0568,-52.7607,-52.7607,-60.4360824742268,-7.03476,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
869,34,"SCOPUS-NewSearch","Global","Maize","Mexico","NA","Central and South America",23.6345,-102.553,21.6831864366244,17.80414963,1138.73837700451,397.6746156,2080,2005,"EC","RCP4.5","CMIP5",1.861,1.861,-55.5104,-55.5104,2.607,1.817,6.3015,-58.4346,-58.4346,-31.3995701235895,-7.79128,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
870,34,"SCOPUS-NewSearch","Global","Maize","Mexico","NA","Central and South America",23.6345,-102.553,21.6831864366244,17.80414963,1138.73837700451,397.6746156,2080,2005,"EC","RCP8.5","CMIP5",3.55,3.55,-20.4512,-20.4512,4.118,3.328,4.3102,-79.259,-79.259,-22.3264788732394,-10.5678666666667,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
871,34,"SCOPUS-NewSearch","Global","Maize","Nepal","NA","Asia",28.3949,84.124,19.7862692514701,14.6274662,1817.97896462527,2651.266199,2080,2005,"EC","RCP2.6","CMIP5",1.053,1.053,91.6651999999999,91.6651999999999,1.833,1.043,1.5028,-42.3057,-42.3057,-40.1763532763533,-5.64076,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
872,34,"SCOPUS-NewSearch","Global","Maize","Nepal","NA","Asia",28.3949,84.124,19.7862692514701,14.6274662,1817.97896462527,2651.266199,2080,2005,"EC","RCP4.5","CMIP5",2.107,2.107,228.6152,228.6152,2.607,1.817,1.3422,-39.96,-39.96,-18.9653535832938,-5.328,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
873,34,"SCOPUS-NewSearch","Global","Maize","Nepal","NA","Asia",28.3949,84.124,19.7862692514701,14.6274662,1817.97896462527,2651.266199,2080,2005,"EC","RCP8.5","CMIP5",4.062,4.062,304.2116,304.2116,4.118,3.328,0.591,-63.3333,-63.3333,-15.5916543574594,-8.44444,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
874,34,"SCOPUS-NewSearch","Global","Maize","Nigeria","NA","Africa",9.082,8.67528,27.6545831021918,24.86382675,1286.60179567346,1325.664964,2080,2005,"EC","RCP2.6","CMIP5",0.872,0.872,-41.6328,-41.6328,1.833,1.043,0.7566,-55.3903,-55.3903,-63.5209862385321,-7.38537333333333,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
875,34,"SCOPUS-NewSearch","Global","Maize","Nigeria","NA","Africa",9.082,8.67528,27.6545831021918,24.86382675,1286.60179567346,1325.664964,2080,2005,"EC","RCP4.5","CMIP5",1.802,1.802,29.2159999999999,29.2159999999999,2.607,1.817,0.3952,-71.1277,-71.1277,-39.4715316315205,-9.48369333333333,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
876,34,"SCOPUS-NewSearch","Global","Maize","Nigeria","NA","Africa",9.082,8.67528,27.6545831021918,24.86382675,1286.60179567346,1325.664964,2080,2005,"EC","RCP8.5","CMIP5",3.508,3.508,118.69,118.69,4.118,3.328,0.0315,-90.6338,-90.6338,-25.8363169897377,-12.0845066666667,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
877,34,"SCOPUS-NewSearch","Global","Maize","Pakistan","NA","Asia",30.3753,69.3451,21.7746551395491,19.71436882,605.289909470195,285.1325424,2080,2005,"EC","RCP2.6","CMIP5",1.152,1.152,32.5028,32.5028,1.833,1.043,0.8116,-89.3552,-89.3552,-77.5652777777778,-11.9140266666667,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
878,34,"SCOPUS-NewSearch","Global","Maize","Pakistan","NA","Asia",30.3753,69.3451,21.7746551395491,19.71436882,605.289909470195,285.1325424,2080,2005,"EC","RCP4.5","CMIP5",2.662,2.662,-12.0516,-12.0516,2.607,1.817,0.4956,-96.7435,-96.7435,-36.3424117205109,-12.8991333333333,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
879,34,"SCOPUS-NewSearch","Global","Maize","Pakistan","NA","Asia",30.3753,69.3451,21.7746551395491,19.71436882,605.289909470195,285.1325424,2080,2005,"EC","RCP8.5","CMIP5",4.696,4.696,30.6768,30.6768,4.118,3.328,0.2886,-98.6375,-98.6375,-21.0045783645656,-13.1516666666667,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
880,34,"SCOPUS-NewSearch","Global","Maize","Paraguay","NA","Central and South America",-23.4425,-58.4438,22.8632482471278,24.98015213,1598.61252139818,1180.265992,2080,2005,"EC","RCP2.6","CMIP5",0.665,0.665,12.0516000000001,12.0516000000001,1.833,1.043,3.5741,-57.4289,-57.4289,-86.3592481203007,-7.65718666666667,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
881,34,"SCOPUS-NewSearch","Global","Maize","Paraguay","NA","Central and South America",-23.4425,-58.4438,22.8632482471278,24.98015213,1598.61252139818,1180.265992,2080,2005,"EC","RCP4.5","CMIP5",1.743,1.743,120.1508,120.1508,2.607,1.817,1.8454,-82.6356,-82.6356,-47.409982788296,-11.01808,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
882,34,"SCOPUS-NewSearch","Global","Maize","Paraguay","NA","Central and South America",-23.4425,-58.4438,22.8632482471278,24.98015213,1598.61252139818,1180.265992,2080,2005,"EC","RCP8.5","CMIP5",4.122,4.122,-44.1892000000001,-44.1892000000001,4.118,3.328,0.4013,-96.9106,-96.9106,-23.5105773896167,-12.9214133333333,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
883,34,"SCOPUS-NewSearch","Global","Maize","Philippines","NA","Asia",13,122,26.089096363103,26.84768105,2287.19822522351,2416.52991,2080,2005,"EC","RCP2.6","CMIP5",0.7,0.7,131.472,131.472,1.833,1.043,3.31,-50.7045,-50.7045,-72.435,-6.7606,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
884,34,"SCOPUS-NewSearch","Global","Maize","Philippines","NA","Asia",13,122,26.089096363103,26.84768105,2287.19822522351,2416.52991,2080,2005,"EC","RCP4.5","CMIP5",1.426,1.426,221.6764,221.6764,2.607,1.817,2.2665,-67.2507,-67.2507,-47.1603786816269,-8.96676,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
885,34,"SCOPUS-NewSearch","Global","Maize","Philippines","NA","Asia",13,122,26.089096363103,26.84768105,2287.19822522351,2416.52991,2080,2005,"EC","RCP8.5","CMIP5",2.809,2.809,354.244,354.244,4.118,3.328,0.8924,-86.7103,-86.7103,-30.8687433250267,-11.5613733333333,"Yes",763.4,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
886,34,"SCOPUS-NewSearch","Global","Maize","Poland","NA","Europe",51.9194,19.1451,8.75798167054236,8.825185776,760.595047277271,705.4801002,2080,2005,"EC","RCP2.6","CMIP5",1.379,1.379,19.3556,19.3556,1.833,1.043,6.6526,20.5897,20.5897,14.9308919506889,2.74529333333333,"Yes",431.45,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
887,34,"SCOPUS-NewSearch","Global","Maize","Poland","NA","Europe",51.9194,19.1451,8.75798167054236,8.825185776,760.595047277271,705.4801002,2080,2005,"EC","RCP4.5","CMIP5",2.084,2.084,43.0936,43.0936,2.607,1.817,6.6755,23.9926,23.9926,11.512763915547,3.19901333333333,"Yes",530.65,"No","No","No","No","No","No","No","No","No","Iizumi et al., 2017","10.1038/s41598-017-08214-4",2017,NA,NA,NA,NA,NA,NA,NA,NA
